",""nwspol"",""polintr"",""vote"",""yrbrn"",""trstlgl"",""trstplc"",""trstplt"",""trstprt"",""trstep"""
"1232,30,""Quite interested"",""Yes"",1969,""9"",""8"",""6"",""7"",""8"""
"1233,30,""Hardly interested"",""No"",1941,""6"",""6"",""5"",""6"",""3"""
"1234,90,""Quite interested"",""Yes"",1952,""3"",""4"",""3"",""3"",""1"""
"1235,120,""Quite interested"",""Not eligible to vote"",1944,""6"",""6"",""2"",""2"",""No trust at all"""
"1236,15,""Not at all interested"",""Not eligible to vote"",1981,""8"",""9"",""8"",""8"",""6"""
"1237,120,""Quite interested"",""Yes"",1946,""4"",""3"",""5"",""4"",""3"""
"1238,60,""Not at all interested"",""No"",1992,""7"",""9"",""2"",""3"",""No trust at all"""
"1239,60,""Quite interested"",""Yes"",1955,""9"",""7"",""6"",""6"",""3"""
"1240,180,""Very interested"",""Yes"",1947,""8"",""9"",""7"",""6"",""4"""
"1241,120,""Quite interested"",""Yes"",1956,""8"",""9"",""3"",""4"",NA"
"1242,30,""Quite interested"",""Yes"",1985,""6"",""7"",""4"",""4"",""5"""
"1243,90,""Quite interested"",""Yes"",1947,""9"",""8"",""7"",""4"",""2"""
"1244,60,""Hardly interested"",""Yes"",1983,""2"",""2"",""2"",""2"",""2"""
"1245,210,""Very interested"",""Yes"",1964,""7"",""No trust at all"",""2"",""4"",NA"
"1246,60,""Very interested"",""Yes"",1962,""8"",""8"",""6"",""6"",""7"""
"1247,60,""Quite interested"",""Yes"",1957,""9"",""9"",""7"",""7"",""9"""
"1248,60,""Quite interested"",""Yes"",1945,""6"",""2"",""8"",""8"",NA"
"1249,60,""Quite interested"",""No"",1975,""5"",""5"",""5"",""5"",""5"""
"1250,120,""Quite interested"",""Yes"",1954,""8"",""8"",""7"",""7"",""6"""
"1251,30,""Not at all interested"",""Yes"",NA,""7"",""7"",""5"",""5"",NA"
"1252,5,""Hardly interested"",""No"",1979,""7"",""Complete trust"",""5"",""4"",NA"
"1253,240,""Hardly interested"",""Yes"",1971,""7"",""7"",""4"",""5"",""5"""
"1254,0,""Quite interested"",""Yes"",1997,""6"",""8"",""5"",""6"",""5"""
"1255,15,""Quite interested"",""Yes"",1969,""5"",""7"",""4"",""5"",""9"""
"1256,60,""Quite interested"",""Yes"",1937,""8"",""Complete trust"",""9"",""6"",NA"
"1257,90,""Hardly interested"",""Yes"",1972,""8"",""9"",""6"",""6"",NA"
"1258,90,""Quite interested"",""Yes"",1954,""Complete trust"",""Complete trust"",""7"",""6"",""6"""
"1259,210,""Quite interested"",""Yes"",1964,""9"",""8"",""7"",""7"",""5"""
"1260,60,""Quite interested"",""Yes"",1960,""8"",""8"",""3"",""3"",""5"""
"1261,60,""Quite interested"",""Yes"",1963,""8"",""8"",""6"",""4"",""4"""
"1262,120,""Quite interested"",""Yes"",1997,""9"",""9"",""7"",""8"",""8"""
"1263,30,""Not at all interested"",""Not eligible to vote"",2003,""5"",""9"",""7"",""8"",""7"""
"1264,60,""Hardly interested"",""Yes"",1991,""8"",""9"",""7"",""7"",""7"""
"1265,60,""Hardly interested"",""Yes"",1953,""7"",""7"",""4"",""4"",""3"""
"1266,180,""Quite interested"",""Yes"",1951,""9"",""9"",""7"",""7"",""6"""
"1267,150,""Very interested"",""Yes"",1963,""8"",""7"",""5"",""5"",""7"""
"1268,60,""Hardly interested"",""No"",1949,""Complete trust"",""Complete trust"",""7"",""7"",""8"""
"1269,15,""Hardly interested"",""Yes"",1976,""4"",""2"",""2"",""4"",NA"
"1270,60,""Hardly interested"",""Yes"",1940,""7"",""7"",""5"",""6"",""6"""
"1271,60,""Hardly interested"",""Yes"",1950,""8"",""Complete trust"",""4"",""4"",""5"""
"1272,120,""Hardly interested"",""Yes"",1961,""3"",""3"",""No trust at all"",""1"",""3"""
"1273,60,""Quite interested"",""Yes"",1979,""7"",""7"",""6"",""6"",""4"""
"1274,180,""Quite interested"",""Yes"",1983,""5"",""6"",""5"",""5"",""5"""
"1275,1,""Hardly interested"",""Yes"",1959,""1"",""5"",""1"",""1"",NA"
"1276,0,""Quite interested"",""Yes"",1985,""Complete trust"",""Complete trust"",""8"",""7"",""6"""
"1277,180,""Quite interested"",""Yes"",1943,""Complete trust"",""Complete trust"",""6"",""6"",NA"
"1278,20,""Not at all interested"",""Yes"",1996,""8"",""Complete trust"",""6"",""6"",""7"""
"1279,60,""Very interested"",""Yes"",1968,""9"",""9"",""3"",""5"",NA"
"1280,15,""Hardly interested"",""Yes"",1985,""9"",""9"",""7"",""7"",NA"
"1281,180,""Quite interested"",""Yes"",1965,""7"",""8"",""4"",""5"",""4"""
"1282,840,""Quite interested"",""Yes"",1964,""Complete trust"",""9"",""7"",""7"",""7"""
"1283,30,""Hardly interested"",""Yes"",1973,""9"",""Complete trust"",""5"",""8"",""8"""
"1284,60,""Quite interested"",""Yes"",NA,""9"",""8"",""5"",""4"",""5"""
"1285,45,""Hardly interested"",""Yes"",1993,""6"",""8"",""3"",""3"",""5"""
"1286,60,""Quite interested"",""Yes"",1956,""5"",""5"",""2"",""2"",""5"""
"1287,150,""Hardly interested"",""No"",1962,""8"",""8"",""3"",""3"",""3"""
"1288,150,""Quite interested"",""Yes"",1983,""4"",""5"",""3"",""3"",""3"""
"1289,120,""Quite interested"",""Yes"",1986,""8"",""9"",""3"",""4"",""4"""
"1290,1001,""Very interested"",""Yes"",1992,""9"",""9"",""7"",""7"",NA"
"1291,30,""Quite interested"",""Not eligible to vote"",2001,""7"",""7"",""5"",""5"",""5"""
"1292,120,""Very interested"",""Yes"",1978,""Complete trust"",""9"",""5"",""5"",""4"""
"1293,60,""Quite interested"",""Yes"",1987,""7"",""6"",""4"",""5"",NA"
"1294,30,""Hardly interested"",""Yes"",NA,""7"",""9"",""3"",""3"",""3"""
"1295,30,""Hardly interested"",""No"",NA,NA,NA,NA,NA,NA"
"1296,10,""Hardly interested"",""No"",1991,""3"",""5"",""1"",""1"",NA"
"1297,725,""Quite interested"",""Yes"",1979,""6"",""5"",""3"",""5"",""4"""
"1298,90,""Hardly interested"",""Yes"",NA,""8"",""Complete trust"",""7"",""5"",""2"""
"1299,150,""Very interested"",""Yes"",1988,""7"",""7"",""5"",""4"",""6"""
"1300,45,""Quite interested"",""Yes"",1980,""Complete trust"",""Complete trust"",""9"",""8"",NA"
"1301,70,""Hardly interested"",""Yes"",1956,""7"",""7"",""4"",NA,""6"""
"1302,30,""Hardly interested"",""Yes"",1990,""7"",""6"",""4"",""4"",""4"""
"1303,120,""Quite interested"",""Yes"",1957,""Complete trust"",""Complete trust"",""8"",""8"",""8"""
"1304,30,""Hardly interested"",""Yes"",1985,""Complete trust"",""Complete trust"",""5"",""7"",NA"
"1305,30,""Not at all interested"",""Yes"",1970,""7"",""8"",""6"",""6"",""6"""
"1306,15,""Hardly interested"",""Yes"",1980,""8"",""8"",""3"",""3"",""6"""
"1307,240,""Quite interested"",""Not eligible to vote"",1994,NA,""6"",""5"",""Complete trust"",""7"""
"1308,10,""Not at all interested"",""Yes"",1972,""6"",""Complete trust"",""5"",""5"",NA"
"1309,60,""Quite interested"",""Yes"",1942,""5"",""5"",""6"",""8"",""5"""
"1310,90,""Hardly interested"",""Yes"",1962,""8"",""8"",""5"",""5"",""4"""
"1311,120,""Hardly interested"",""Yes"",1986,""7"",""3"",""3"",""4"",NA"
"1312,45,""Quite interested"",""Yes"",1996,""9"",""9"",""6"",""5"",NA"
"1313,30,""Hardly interested"",""Yes"",1961,""8"",""8"",""7"",""9"",""8"""
"1314,20,""Quite interested"",""Yes"",1943,""8"",""8"",""7"",""7"",""8"""
"1315,0,""Not at all interested"",""No"",1987,""9"",""Complete trust"",""4"",""5"",""5"""
"1316,150,""Very interested"",""Yes"",1944,""8"",""8"",""6"",""7"",""6"""
"1317,90,""Quite interested"",""Yes"",NA,""9"",""9"",""7"",""7"",""7"""
"1318,120,""Very interested"",""Yes"",1967,""Complete trust"",""8"",""6"",""6"",""5"""
"1319,120,""Quite interested"",""Yes"",1967,""8"",""7"",""4"",""2"",""5"""
"1320,45,""Quite interested"",""Yes"",1993,""7"",""8"",""5"",""4"",NA"
"1321,90,""Quite interested"",""Yes"",1984,""8"",""8"",""6"",""6"",""6"""
"1322,150,""Quite interested"",""Yes"",1973,""8"",""8"",""6"",""4"",""7"""
"1323,90,""Quite interested"",""Yes"",1954,""6"",""3"",""5"",""6"",""3"""
"1324,30,""Quite interested"",""Yes"",1988,""8"",""9"",""5"",""5"",""5"""
"1325,120,""Hardly interested"",""Yes"",1960,""Complete trust"",""Complete trust"",""8"",""7"",""7"""
"1326,60,""Hardly interested"",""Yes"",1964,""9"",""8"",""2"",""3"",""5"""
"1327,60,""Not at all interested"",""Yes"",1962,""7"",""Complete trust"",""5"",""4"",NA"
"1328,120,""Quite interested"",""Yes"",1959,""7"",""9"",""2"",""2"",""1"""
"1329,13,""Not at all interested"",""Not eligible to vote"",2001,""5"",""9"",""5"",""5"",NA"
"1330,20,""Quite interested"",""Yes"",1970,""9"",""8"",""6"",""7"",""7"""
"1331,60,""Very interested"",""Yes"",1961,""7"",""7"",""8"",""8"",""7"""
"1332,180,""Very interested"",""Yes"",1945,""9"",""7"",""6"",""8"",""6"""
"1333,180,""Quite interested"",""Yes"",1945,""5"",""8"",""3"",""3"",""4"""
"1334,10,""Not at all interested"",""Yes"",1986,""7"",""7"",""5"",""5"",""5"""
"1335,5,""Quite interested"",""Yes"",1986,""8"",""9"",""3"",""5"",NA"
"1336,60,""Hardly interested"",""Yes"",1978,""8"",""Complete trust"",""5"",""5"",""No trust at all"""
"1337,60,""Quite interested"",""Yes"",1941,""7"",""Complete trust"",""7"",""7"",""7"""
"1338,NA,""Not at all interested"",""Yes"",1977,""7"",""9"",""7"",""7"",""5"""
"1339,120,""Hardly interested"",""Yes"",1959,""6"",""5"",""5"",""6"",""5"""
"1340,30,""Hardly interested"",""Yes"",1988,""8"",""Complete trust"",""5"",""5"",""5"""
"1341,NA,""Hardly interested"",""No"",1969,""7"",""7"",""5"",""4"",""6"""
"1342,185,""Quite interested"",""Yes"",1992,""Complete trust"",""Complete trust"",""8"",""5"",NA"
"1343,15,""Quite interested"",""Yes"",1985,""9"",""8"",""8"",""7"",""7"""
"1344,60,""Quite interested"",""Yes"",1947,""9"",""8"",""5"",""5"",""4"""
"1345,30,""Hardly interested"",""Yes"",1996,""7"",""9"",""7"",""5"",""7"""
"1346,60,""Quite interested"",""Yes"",1951,""Complete trust"",""Complete trust"",""3"",""3"",""6"""
"1347,60,""Quite interested"",""Yes"",1998,""7"",""7"",""6"",""4"",""5"""
"1348,60,""Hardly interested"",""Yes"",1984,""7"",""8"",""3"",""3"",""6"""
"1349,120,""Quite interested"",""Yes"",1950,""Complete trust"",""Complete trust"",""8"",""8"",""8"""
"1350,120,""Quite interested"",""Yes"",1941,""8"",""6"",""4"",""4"",""2"""
"1351,210,""Hardly interested"",""Yes"",1946,""4"",""2"",""4"",""4"",""2"""
"1352,30,""Quite interested"",""Not eligible to vote"",2003,""9"",""9"",""7"",""7"",""7"""
"1353,120,""Quite interested"",""Yes"",1974,""8"",""8"",""6"",""6"",""6"""
"1354,120,""Hardly interested"",""Yes"",1932,""8"",""9"",""7"",NA,""5"""
"1355,5,""Quite interested"",""Yes"",1970,""6"",""8"",""6"",""6"",""5"""
"1356,90,""Hardly interested"",""Not eligible to vote"",1986,""8"",""9"",""7"",""7"",""7"""
"1357,180,""Hardly interested"",""Yes"",1946,""6"",""7"",""3"",""No trust at all"",NA"
"1358,795,""Quite interested"",""Yes"",1965,""7"",""7"",""3"",""2"",""5"""
"1359,60,""Hardly interested"",""Yes"",1971,""8"",""5"",""2"",""4"",""3"""
"1360,60,""Quite interested"",""Yes"",1979,""7"",""6"",""3"",""3"",""5"""
"1361,60,""Quite interested"",""Yes"",1970,""Complete trust"",""Complete trust"",""5"",""5"",""4"""
"1362,120,""Hardly interested"",""Yes"",1973,""8"",""8"",""2"",""2"",NA"
"1363,210,""Quite interested"",""Yes"",1938,""Complete trust"",""Complete trust"",""5"",""5"",""8"""
"1364,60,""Quite interested"",""Yes"",NA,""8"",""7"",""5"",""6"",""6"""
"1365,10,""Hardly interested"",""Not eligible to vote"",1972,""6"",""6"",""6"",""6"",""7"""
"1366,120,""Very interested"",""Yes"",1963,""9"",""8"",""5"",""6"",""4"""
"1367,15,""Hardly interested"",""Not eligible to vote"",2001,""3"",""4"",""6"",""5"",NA"
"1368,40,""Hardly interested"",""Yes"",1974,""8"",""8"",""6"",""6"",""6"""
"1369,0,""Hardly interested"",""Yes"",1950,""5"",""8"",""3"",""4"",""5"""
"1370,120,""Quite interested"",""Yes"",1965,""8"",""8"",""6"",""5"",""6"""
"1371,120,""Quite interested"",""Yes"",1947,""5"",""8"",""4"",""7"",""6"""
"1372,60,""Quite interested"",""Yes"",1969,""8"",""9"",""7"",""8"",""6"""
"1373,45,""Quite interested"",""Yes"",1944,""8"",""8"",""5"",""5"",""6"""
"1374,60,""Quite interested"",""Yes"",1975,""8"",""8"",""7"",""8"",""7"""
"1375,797,""Quite interested"",""Yes"",1948,""9"",""8"",""5"",""3"",""3"""
"1376,150,""Quite interested"",""Yes"",1942,""6"",""7"",""6"",""6"",""5"""
"1377,0,""Hardly interested"",""Yes"",1993,""9"",""5"",""5"",""6"",""7"""
"1378,60,""Hardly interested"",""Yes"",1938,""6"",""5"",""5"",""6"",""3"""
"1379,90,""Quite interested"",""Yes"",1971,""7"",""8"",""4"",""3"",""4"""
"1380,90,""Very interested"",""Yes"",1970,""8"",""7"",""7"",""7"",""7"""
"1381,10,""Hardly interested"",""Yes"",1980,""6"",""8"",""2"",""3"",NA"
"1382,120,""Very interested"",""Yes"",1945,""9"",""9"",""7"",""7"",""7"""
"1383,120,""Quite interested"",""Yes"",1955,""Complete trust"",""Complete trust"",""5"",""4"",NA"
"1384,240,""Quite interested"",""Yes"",1975,""8"",""8"",""6"",""8"",""5"""
"1385,60,""Quite interested"",""Yes"",1944,""9"",""9"",""6"",""6"",""5"""
"1386,60,""Quite interested"",""Yes"",1964,""9"",""4"",""4"",""3"",NA"
"1387,60,""Very interested"",""Yes"",1973,""9"",""9"",""6"",""7"",""7"""
"1388,60,""Not at all interested"",""No"",1990,""Complete trust"",""Complete trust"",""7"",""7"",NA"
"1389,5,""Hardly interested"",""Yes"",1967,""9"",""9"",""6"",""6"",""6"""
"1390,120,""Quite interested"",""Yes"",1942,""7"",""7"",""7"",""8"",""7"""
"1391,120,""Quite interested"",""Yes"",1940,""8"",""8"",""4"",""4"",""4"""
"1392,0,""Not at all interested"",""Yes"",1993,""7"",""7"",""2"",""3"",""5"""
"1393,60,""Hardly interested"",""Yes"",1971,""8"",""8"",""6"",""6"",""6"""
"1394,15,""Hardly interested"",""Yes"",1991,""8"",""8"",""7"",""7"",""6"""
"1395,120,""Hardly interested"",""Yes"",1994,""7"",""7"",""6"",""6"",NA"
"1396,120,""Hardly interested"",""Yes"",1995,""7"",""8"",""5"",""4"",""8"""
"1397,180,""Hardly interested"",""No"",1965,""7"",""8"",""7"",""6"",""5"""
"1398,45,""Quite interested"",""Yes"",1968,""9"",""7"",""6"",""6"",""5"""
"1399,120,""Hardly interested"",""Not eligible to vote"",2001,""Complete trust"",""Complete trust"",""7"",""7"",""7"""
"1400,90,""Quite interested"",""Yes"",1958,""7"",""7"",""6"",""6"",""6"""
"1401,90,""Very interested"",""Yes"",1955,""2"",""3"",""2"",""2"",""4"""
"1402,20,""Quite interested"",""Not eligible to vote"",2003,""7"",""Complete trust"",""9"",""9"",""8"""
"1403,30,""Hardly interested"",""Yes"",1994,""6"",""3"",""3"",""5"",NA"
"1404,60,""Quite interested"",""Yes"",1984,""Complete trust"",""Complete trust"",""6"",""4"",""Complete trust"""
"1405,NA,""Hardly interested"",""No"",1974,""Complete trust"",""Complete trust"",""8"",""7"",NA"
"1406,30,""Hardly interested"",""Yes"",1988,""8"",""9"",""5"",""4"",NA"
